Date,MPU_atm,MPU_atm_norm,ATM_1M,ATM_3M,ATM_6M,ATM_1Y
2021-03-01,-1.8956029010173496,-1.008651154403131,0.9071155533652174,1.044158775239131,1.068511532578261,1.100578506891304
2021-04-01,-1.6870128858976234,-0.8976603137399509,1.01401545585,1.145776139536363,1.185079008431818,1.208028909436364
2021-05-01,-1.6345953499829868,-0.8697689193540854,1.045101598438095,1.171957162490476,1.211804056752381,1.233300137014286
2021-06-01,-1.5925761253177326,-0.8474104710509166,1.082178641081818,1.226136844736364,1.224214228986364,1.221601104177273
2021-07-01,-1.5138348937866655,-0.8055122264131236,1.119562397640909,1.211464968172727,1.266116548845454,1.314958146554545
2021-08-01,-1.558552569830799,-0.8293065219060949,1.064774695554545,1.214845915118182,1.259214502881818,1.278877884259091
2021-09-01,-1.6788586219104926,-0.8933214262126565,1.044362639590909,1.166930901790909,1.193322159263636,1.170826237
2021-10-01,-1.456134534053851,-0.7748098391026039,1.288562739957143,1.311868207528571,1.276379616119047,1.181275774071429
2021-11-01,-1.291423084092706,-0.6871668026535888,1.461590133418182,1.417634819104545,1.359488258154545,1.176060150886364
2021-12-01,-1.0141739931702396,-0.5396424369406642,1.739409510469565,1.590948660104348,1.504065810826087,1.178525550052174
2022-01-01,-0.9497021383847625,-0.5053369340734858,1.700336739661905,1.656075671342857,1.531934433609524,1.250144619485714
2022-02-01,-0.5429284474216192,-0.28889247054655337,2.02446322356,1.900656500085,1.687863471165,1.38713684891
2022-03-01,0.2940667991898663,0.15647307583001924,2.714931289078947,2.295427508036842,2.045859900231579,1.712342431715789
2022-04-01,3.252622354547443,1.7307218146748768,4.573833698771429,3.979795722952381,3.283468626980952,3.120011913157143
2022-05-01,2.898018148254975,1.5420367573555693,4.179270345036364,4.032306083590909,3.024577746322727,2.971176571040909
2022-06-01,2.6361238054548846,1.4026826600099762,3.969670935745455,3.695951169745455,3.115269985290908,2.864441411627273
2022-07-01,2.547548998829805,1.35555196565122,3.818528941604762,3.564151298252381,3.192960631638095,2.868190282542857
2022-08-01,2.5803503304160778,1.3730055689099496,3.754499583743478,3.536643886630435,3.245841867308696,2.960474666730434
2022-09-01,2.5678549410658142,1.3663567666285774,3.7550023015,3.5383343868,3.2372558575,2.9426143171
2022-10-01,2.1985854298531757,1.1698682939792635,3.675192148766667,3.368514327928572,3.024352787119048,2.6564051803
2022-11-01,1.652604994181687,0.8793518591151817,3.261606899036364,3.0598636918,2.782336390463636,2.467603782013636
2022-12-01,0.9275815673197635,0.4935665682817931,2.684000807977273,2.604915722245455,2.487991266372727,2.256295772572727
2023-01-01,0.7877625977130462,0.4191688318014453,2.5625380108,2.505828334,2.433175154,2.2325862165
2023-02-01,0.6218234320504115,0.3308725272766523,2.451575494405,2.39191577619,2.330016368295,2.209186142935
2023-03-01,0.48971817986045874,0.2605792632957839,2.351914661769565,2.317277461147826,2.272814422495652,2.161823534021739
2023-04-01,-0.06732975839831576,-0.03582619466223512,2.013696553215,1.98664968743,1.984573233375,1.95167105989
2023-05-01,-0.37471825499101197,-0.19938775165925524,1.842785975126087,1.810662626291304,1.815279449382609,1.826214066665217
2023-06-01,-0.4833408558275461,-0.2571858863156433,1.78857164055,1.752072053268182,1.758387679754545,1.770555841422727
2023-07-01,0.17895531387439276,0.09522220283008985,2.259352380952381,2.178647619047619,2.0919,1.940319047619047
2023-08-01,0.32771207765876276,0.17437574360376762,2.92544347826087,2.240013043478261,1.979160869565217,1.712182608695652
2023-09-01,0.1786686999849052,0.09506969545085739,2.5516146999,2.254949419147619,2.002532707485714,1.706985037547619
2023-10-01,-0.4524202465469951,-0.24073301623988133,2.303709090909091,1.921509090909091,1.644668181818182,1.346286363636364
2023-11-01,0.16260958244089704,0.08652463179814507,2.408672727272727,2.196918181818182,2.024277272727273,1.829677272727273
2023-12-01,0.8781021986926685,0.46723857402831703,2.614938095238095,2.399647619047619,2.515342857142857,2.380433333333333
2024-01-01,-0.1957972498444311,-0.10418380451863225,1.121063636363636,1.672495454545454,2.354072727272728,2.396886363636364
2024-02-01,-0.4788457581105926,-0.2547940428029927,0.9928761904761905,1.082080952380952,2.349166666666667,2.502514285714286
2024-03-01,-0.0836969487674385,-0.04453518400345809,1.007790476190476,1.283833333333333,2.647852380952381,2.782947619047619
2024-04-01,0.30022018167623626,0.15974729341273664,1.035221739130435,1.480613043478261,2.913186956521739,3.067408695652174
2024-05-01,1.0331974339623031,0.5497648183240945,1.5475,2.311356521739131,3.123578260869565,3.087578260869566
2024-06-01,1.8392463386683788,0.9786638022836687,1.79357,3.683185,3.216745,3.09417
2024-07-01,2.8236358397254433,1.5024578976032361,4.050113043478261,3.573152173913044,3.394178260869566,3.003295652173913
2024-08-01,1.7863441273295315,0.9505145118870518,1.596036363636364,3.386559090909091,3.438077272727273,3.219213636363636
2024-09-01,1.8230876096566189,0.9700657353242587,2.38987619047619,3.013638095238095,3.275842857142857,3.109052380952381
2024-10-01,1.9833603751707474,1.0553469457868756,2.550134782608696,3.227265217391305,3.249382608695652,3.112404347826087
2024-11-01,2.4367849862248985,1.2966143848317868,2.586735870718182,3.11077464333,3.79492239995,3.541058333333333
2024-12-01,3.3999752646204566,1.8091283642586735,3.027960869565217,4.186191304347826,4.14834347826087,3.706234782608695
2025-01-01,3.2187166008525727,1.712680547916483,2.707359090909091,4.208540909090909,4.030404545454545,3.721640909090909
2025-02-01,3.2143441686770906,1.7103539747935033,2.39889,4.1226,4.106375,3.98132
2025-03-01,2.9369128429231144,1.5627326418449428,2.142833333333333,3.886904761904762,4.023742857142857,3.957733333333334
2025-04-01,3.0175756112593626,1.605653337079184,2.081781818181818,3.818513636363636,4.172418181818181,4.085618181818182
2025-05-01,3.1988531645268337,1.7021112045325828,2.274018181818182,3.972204545454545,4.192513636363636,4.112431818181818
2025-06-01,2.533583435635334,1.3481208832075116,1.725290476190476,3.460771428571428,3.995838095238095,3.950028571428571
2025-07-01,2.119824231042793,1.127959424743185,1.834447826086957,3.30875652173913,3.634891304347826,3.542308695652174
2025-08-01,1.1283598400396841,0.6004007773080228,1.79972380952381,2.965909523809524,2.703180952380952,2.861428571428571
2025-09-01,1.3213140230361164,0.7030717846808285,1.954922727272727,3.013563636363636,2.917918181818182,2.853227272727273
2025-10-01,1.7930382856174687,0.9540764765164904,2.413795652173913,3.227869565217391,3.190052173913044,2.917595652173913
2025-11-01,1.0159166226803982,0.5405696908851348,1.730971428571429,2.870409523809524,2.898233333333333,2.604228571428572
2025-12-01,0.2747014896500316,0.14616878593246466,1.9526,2.5349,2.242334782608696,1.918021739130435
2026-01-01,0.11460252644853547,0.06098005575840411,1.877561904761905,2.417995238095238,2.147928571428571,1.869709523809524
2026-02-01,0.4994191596340155,0.2657411589872222,1.6815,2.578,2.4415,2.3525
2026-03-01,0.7230988957639033,0.3847612469723767,1.440909090909091,2.682727272727273,2.68,2.665454545454546
