name,h,N_is,N_oos,beta_base,pval_base,R2_oos_base,R2_oos_ctrl,beta_ctrl,pval_ctrl,beats_bench
MPU_rv_std,1,40,26,3.1976,0.0,-0.9958,0.4741,1.9634,0.0021,False
MPU_rv_std,2,40,25,3.0683,0.0,-0.8565,0.1844,2.0608,0.0064,False
MPU_rv_std,3,40,24,2.7486,0.0,-0.5727,0.0212,1.9917,0.0301,False
MPU_rv_std,6,40,21,1.6966,0.0022,0.0588,0.0888,1.7719,0.0994,True
MPU_rv_std,12,40,15,-1.6062,0.0002,-0.3503,0.084,0.0216,0.963,False
